frequency_hz,direct_adc_int16,filtered_adc_int16,direct_rms_uint16,filtered_rms_uint16,direct_rms_float,filtered_rms_float
29180,3548,2,16684,13,16684.4341599745,13.3635136133335
29200,18810,8,16687,14,16687.3236492613,14.0671086198222
29220,-21208,-19,16686,15,16685.7354702484,14.6380483992061
29240,1004,11,16685,15,16684.564819799,15.4384804850575
29260,20356,13,16687,16,16687.3513054442,15.8963777074763
29280,-20130,-18,16686,16,16685.50107832,16.413510298303
29300,-1543,0,16685,17,16684.9912566686,16.9085748170492
29320,21658,14,16688,17,16687.5986558267,17.3567589162875
29340,-18814,-11,16685,18,16685.2934404843,17.9546683953645
29360,-4048,-7,16685,18,16685.2780124877,18.3921847787994
29380,22699,25,16688,19,16687.6049286261,18.985185167898
29400,-17285,-20,16685,19,16684.8656796379,19.2504755927451
29420,-6483,-11,16686,20,16685.6312213937,19.8916375920574
29440,23454,26,16687,20,16687.4688471883,20.118982019476
29460,-15562,-13,16685,21,16684.7507959601,20.7044221291763
29480,-8839,-31,16686,21,16685.813350778,21.0791674130675
29500,23913,23,16687,21,16687.2391619435,21.3964792938435
29520,-13653,-11,16685,22,16684.6093428886,21.5731574658619
29540,-11081,-26,16686,22,16686.2255209056,22.077793256531
29560,24082,28,16687,22,16687.1441758354,22.3687633155171
29580,-11558,14,16685,23,16684.5413545128,22.5216204717128
29600,-13188,-29,16687,23,16686.5054743294,22.770117950603
29620,23949,28,16687,23,16686.7736089856,22.9475295255965
29640,-9347,-5,16685,23,16684.5321965781,23.3689152758932
29660,-15122,-27,16687,23,16686.6195990766,23.366883199707
29680,23530,13,16686,24,16686.3155980666,23.5472119667329
29700,-7003,11,16685,24,16684.5313224102,23.8685722286519
29720,-16891,-34,16687,24,16686.8500817743,23.9523911335721
29740,22814,14,16686,24,16686.0661085297,23.9658723419235
29760,-4552,15,16685,24,16684.7090453279,24.0853736655543
29780,-18460,-29,16687,24,16687.0554275987,24.0820233297838
29800,21825,8,16686,24,16685.8626914101,23.9667025690071
29820,-2045,24,16685,24,16684.8424432684,24.103688368562
29840,-19818,-31,16687,24,16687.1739469624,24.0969619292298
29860,20560,10,16685,24,16685.3771389587,23.9210942475465
29880,514,36,16685,24,16685.1044655881,23.9131730171887
29900,-20955,-24,16687,24,16687.2227260292,23.6601198122759
29920,19066,-1,16685,24,16685.188411153,23.7179985882294
29940,3078,37,16685,23,16685.3085145388,23.4981558867526
29960,-21858,-25,16687,23,16687.3264296041,23.1536298703222
29980,17334,-16,16685,23,16684.7835929538,23.1306369818797
30000,5625,33,16686,23,16685.5664064471,23.0378796004401
30020,-22525,-24,16687,23,16687.1752862251,22.7126345792656
30040,15389,-26,16684,23,16684.4722405681,22.5674661259023
30060,8115,30,16686,22,16685.8744111596,22.0902136490913
30080,-22934,-13,16687,22,16687.0875003587,21.6821915783581
30100,13289,-23,16684,21,16684.4358686436,21.4808178873472
30120,10525,31,16686,21,16686.1027442305,21.1064371567805
30140,-23105,-2,16687,21,16686.8817530825,20.8001734799707
30160,11030,-21,16684,20,16684.2208127153,20.4670741203249
30180,12820,22,16687,20,16686.5150972813,20.0075120169744
30200,-23012,-9,16687,20,16686.5510316405,19.7715591388552
30220,8655,-23,16684,19,16684.2191176621,19.2667464697922
30240,14980,25,16687,19,16686.7097837904,18.6921829939182
30260,-22672,-6,16686,18,16686.4936316616,18.2744979518077
30280,6196,-20,16684,18,16684.4345790224,17.6693328189161
30300,16956,18,16687,17,16687.0308035484,17.3881470044971
30320,-22092,11,16686,17,16686.1125601024,16.6577669923635
30340,3664,-18,16684,16,16684.4592463691,16.089903970056
30360,18734,21,16687,16,16687.3000725456,15.5014568997764
30380,-21251,16,16686,15,16685.786077634,15.183191261227
30400,1120,-18,16685,15,16684.5474700111,14.5319052271631
30420,20292,-1,16687,14,16687.3363636128,13.9388049417131
30440,-20173,6,16686,13,16685.5451147357,13.3244884399927
30460,-1426,-13,16685,13,16684.9440185632,12.7186828161616
30480,21603,5,16687,12,16687.3102829732,12.1518509071149
30500,-18876,20,16685,12,16685.3034696998,11.5412283216248
30520,-3917,-3,16685,11,16685.168112573,11.1262508074935
30540,22645,5,16687,10,16687.421520839,10.3329933684835
30560,-17367,10,16685,10,16685.0515605401,9.79250051857287
30580,-6381,-14,16685,9,16685.4753372428,9.2410218252637
30600,23415,-3,16688,9,16687.517497906,8.53464046639488
30620,-15648,12,16685,8,16684.768925678,7.98107196845292
30640,-8737,-1,16686,8,16685.7415376097,7.62227794650326
30660,23906,0,16687,7,16687.1665622338,6.98126328893095
30680,-13747,10,16685,6,16684.6560474403,6.49141184445841
30700,-10971,5,16686,6,16686.1630831287,6.0188100334493
30720,24089,2,16687,6,16686.9056252045,5.6797466038878
30740,-11671,5,16684,5,16684.4426878002,5.41921764850564
30760,-13091,0,16686,5,16686.2820277004,5.14083871136316
30780,23957,-1,16687,5,16686.7825942321,5.01501651293393
30800,-9454,-6,16685,5,16684.6153189783,4.97680165241694
30820,-15041,-3,16687,5,16686.6703966889,5.08002368350778
30840,23550,6,16686,5,16686.4663161094,5.28531648177287
30860,-7109,-1,16685,6,16684.6014664638,5.60626219340926
30880,-16817,0,16687,6,16686.8214518601,5.88625086270964
30900,22858,9,16686,6,16686.026715812,6.29778606932627
30920,-4675,-5,16685,7,16684.5167493379,6.76132946778036
30940,-18385,-9,16687,7,16686.9669596222,7.38386649222479
30960,21870,24,16686,8,16685.7311726331,7.72839099319839
30980,-2158,-10,16685,8,16684.7005245961,8.23639088227514
31000,-19765,-10,16687,9,16687.087581997,8.72774793313688
31020,20627,18,16685,9,16685.3649276484,9.3926916403127
31040,387,-5,16685,10,16684.964539184,9.94445020319123
31060,-20905,-11,16687,10,16687.1478527407,10.3994088811877
31080,19139,7,16685,11,16685.1813148018,11.0600941946147
31100,2957,-8,16685,12,16685.2924835752,11.6205258527207
31120,-21819,-14,16687,12,16687.2306487289,12.1146762589586
31140,17417,10,16685,13,16684.8606103019,12.7709883928868
31160,5508,7,16686,13,16685.5907678736,13.2246311532921
31180,-22485,-25,16687,14,16687.0317005774,13.9180252112593
31200,15491,10,16685,14,16684.7001943675,14.4692393275787
31220,8000,10,16686,15,16685.7772462661,14.9173504266006
31240,-22923,-24,16687,15,16687.1244975747,15.4626566281477
31260,13383,0,16684,16,16684.3967646026,15.9547700547517
31280,10415,11,16686,16,16686.0660193,16.3129340220038
31300,-23104,-28,16687,17,16686.8275629602,16.8136326291346
31320,11147,7,16684,18,16684.3900710725,17.5308670301307
31340,12714,19,16686,18,16686.4385919322,17.6681652273234
31360,-23024,-26,16687,18,16686.6352178781,18.1238078810545
31380,8767,10,16684,19,16684.1508818018,18.5335817462181
31400,14885,28,16687,19,16686.7996176028,18.9296794392265
31420,-22685,-31,16686,19,16686.2026705595,19.2822882621591
31440,6300,4,16684,20,16684.3111474037,19.7801700435847
31460,16860,26,16687,20,16686.8980556375,19.7917379384682
31480,-22114,-30,16686,20,16685.9915750394,20.2720450509285
31500,3783,-11,16684,21,16684.3114259125,20.52167537401
31520,18658,27,16687,21,16687.0605936853,20.8733216484733
31540,-21287,-24,16686,21,16685.6304284166,21.2535268213007
31560,1239,-9,16685,21,16684.598502729,21.3394658493219
31580,20223,21,16687,21,16687.2877752701,21.4573523238539
31600,-20232,-18,16686,22,16685.5310122174,21.646547023645
31620,-1307,-27,16685,22,16684.7570452621,21.7321563838877
31640,21547,43,16687,22,16687.4088171886,21.9336323602732
31660,-18944,-9,16685,22,16685.2412132836,21.9538422925521
31680,-3816,-25,16685,22,16685.0480203945,22.1290162315228
31700,22601,29,16687,22,16687.2687142578,22.0716606336043
31720,-17443,4,16685,22,16684.9992899436,22.251673260468
31740,-6269,-29,16685,22,16685.4070716665,22.2228426698324
31760,23381,26,16687,22,16687.3066320213,22.3396357663207
31780,-15736,11,16685,22,16684.7392875571,22.2078581777656
31800,-8640,-27,16686,22,16685.6730455475,22.3382751159585
31820,23879,21,16687,22,16687.1730820769,22.1682960465926
31840,-13833,7,16685,22,16684.6548426762,22.0327736618515
31860,-10872,-32,16686,22,16685.9008634316,21.9613307617759
31880,24074,15,16687,22,16686.9694653054,21.9274260167205
31900,-11778,18,16685,22,16684.6434980854,21.6577774984386
31920,-13002,-26,16686,22,16686.1651544336,21.5006018266059
31940,23978,7,16687,21,16686.6366568937,21.2810721817094
31960,-9570,20,16684,21,16684.4498577613,21.0462775991682
31980,-14957,-29,16687,21,16686.6218841704,21.0253520704767
32000,23587,0,16686,21,16686.3967722503,20.6173518016379
32020,-7230,29,16685,20,16684.7042400189,20.3259330582264
32040,-16734,-20,16687,20,16686.6401480106,19.9170275965378
32060,22903,-5,16686,20,16686.1221657526,19.7322779467742
32080,-4788,17,16685,19,16684.7398991473,19.4690070709352
32100,-18317,-26,16687,19,16687.0685596366,19.1507371247656
32120,21916,-4,16686,19,16685.839324569,18.5052581737766
32140,-2281,28,16685,18,16684.8410014935,18.3000304174952
32160,-19693,-11,16687,18,16687.119193601,17.9508266588025
32180,20692,-6,16686,18,16685.5099847201,17.6052637725199
32200,275,31,16685,17,16684.9070259647,17.1962477738604
32220,-20862,-11,16687,17,16687.0875462839,16.6857296579667
32240,19205,-17,16685,16,16685.1093530516,16.1081625392416
32260,2837,28,16685,16,16685.2862054583,15.7920368456502
32280,-21787,-1,16687,15,16687.2766195036,15.3212666231451
32300,17506,-18,16685,15,16684.9304670614,14.8089476884965
32320,5386,25,16685,14,16685.3676368548,14.2358585258758
32340,-22465,5,16687,14,16687.0327670647,13.7740379371392
32360,15583,-22,16685,13,16684.6154399759,13.1555355358258
32380,7890,4,16686,13,16685.7911070809,12.7711030932629
32400,-22915,0,16687,12,16686.9240251139,12.0936389691286
32420,13489,-11,16684,12,16684.2875620777,11.6954873275176
32440,10299,11,16686,11,16685.9602738426,11.1152191027944
32460,-23095,5,16687,11,16686.6844681925,10.5096797829727
32480,11244,-20,16684,10,16684.4047860332,10.0090047348001
32500,12618,8,16686,10,16686.3520730231,9.56030407793079
32520,-23033,9,16687,9,16686.5679217691,8.97809563169579
32540,8876,-15,16684,8,16684.284374988,8.2992287151051
32560,14788,15,16687,8,16686.7155976474,8.03916499570229
32580,-22724,7,16686,7,16686.4660943391,7.36236006339849
32600,6420,-11,16684,7,16684.3627321975,6.96720834965483
32620,16776,5,16687,7,16686.8075948127,6.547639424346
32640,-22155,10,16686,6,16686.2593492244,6.06245972924769
32660,3903,-5,16684,6,16684.3135537037,5.89681786538299
32680,18582,0,16687,6,16686.9998835039,5.59820004555035
32700,-21334,-4,16686,5,16685.8349022825,5.24920938987482
32720,1353,-4,16685,5,16684.6081605969,5.14705619747832
32740,20155,-1,16687,5,16687.2523793367,5.03728772040321
32760,-20289,4,16685,5,16685.4939955413,4.97353837668666
32780,-1186,8,16685,5,16684.8356696066,5.1017479388196
32800,21479,-11,16687,5,16687.2433531075,5.25629737642145
32820,-19015,-2,16685,6,16685.2598694809,5.5230783564286
32840,-3702,3,16685,6,16684.9303137358,5.91118758557661
32860,22562,-2,16687,6,16687.257636729,6.29237587407372
32880,-17517,-12,16685,7,16685.0597072741,6.6848161962858
32900,-6157,3,16685,7,16685.2372881776,7.10295039380644
32920,23358,5,16687,8,16687.2842431555,7.63527100247594
32940,-15809,-3,16685,8,16684.9639867168,8.09245284006957
32960,-8520,-4,16686,9,16685.583999827,8.5765737440717
32980,23856,11,16687,9,16687.1612681928,9.1206111020589
33000,-13940,-5,16685,10,16684.7806893106,9.66206337952717
33020,-10777,-11,16686,10,16685.8859313921,10.1477127579938
33040,24078,20,16687,11,16686.8569350434,10.5419085528902
33060,-11866,-1,16685,11,16684.5609274721,11.1499238015894
33080,-12894,-3,16686,12,16686.117345612,11.5778192436011
33100,23996,13,16687,12,16686.7025696276,12.0208558997477
33120,-9652,-8,16684,13,16684.4439138924,12.5893777304768
33140,-14868,-12,16686,13,16686.4593874616,13.2146584240995
33160,23603,18,16686,14,16686.3906070037,13.6027269210074
33180,-7326,-1,16684,14,16684.4074709514,14.0289095347563
33200,-16654,-17,16687,14,16686.7025747265,14.353907759518
33220,22932,21,16686,15,16686.0596999429,14.8909775010743
33240,-4901,2,16685,15,16684.5300165028,15.4243760636573
33260,-18253,-11,16687,16,16686.7505104615,15.6448623755532
33280,21981,18,16686,16,16685.8015128864,16.0567916048202
33300,-2403,3,16685,17,16684.8023437352,16.6147466031685
33320,-19641,-18,16687,17,16686.8475603891,16.9557889612036
33340,20753,20,16686,17,16685.5675973329,17.2195865268667
33360,157,8,16685,18,16684.7772112519,17.5694770393857
33380,-20805,-20,16687,18,16686.9802967192,18.0358191242975
33400,19287,13,16685,18,16685.2420024017,18.200509468745
33420,2715,-1,16685,18,16685.1610782172,18.4939020777796
33440,-21744,-27,16687,19,16687.0981489171,18.6832274589068
33460,17583,15,16685,19,16684.9277296459,19.0757638280882
33480,5268,22,16685,19,16685.2375504879,19.2487443786926
33500,-22449,-28,16687,20,16687.0763603105,19.5961795742499
33520,15675,16,16685,19,16684.8108123598,19.4492466013307
33540,7768,18,16686,20,16685.6768760592,19.8032805836558
33560,-22890,-29,16687,20,16687.0350166521,19.747552261293
33580,13583,7,16684,20,16684.4730816617,20.0556294212965
33600,10200,28,16686,20,16686.0320564336,20.1297791297495
33620,-23101,-19,16687,20,16686.8172192656,20.2984807390233
33640,11349,-9,16684,20,16684.3419989226,20.2374515035707
33660,12514,30,16686,20,16686.0691951344,20.3846554959239
33680,-23036,-13,16687,21,16686.5977953313,20.5292878628619
33700,8994,-12,16684,20,16684.3143439119,20.493847924057
33720,14679,22,16687,20,16686.5241864081,20.4913460678374
33740,-22741,-13,16686,20,16686.3081735197,20.3797085241975
33760,6539,-13,16684,20,16684.3102583937,20.4058372374028
33780,16688,30,16687,20,16686.7247020566,20.2275326268894
33800,-22165,-9,16686,20,16686.1404470609,20.1797706758836
33820,4025,-5,16684,20,16684.4100093869,20.0184363267651
33840,18500,29,16687,20,16687.0377462238,20.0255695923986
33860,-21387,-2,16686,20,16685.7150273556,19.8711855124921
33880,1477,-22,16685,19,16684.620286121,19.4933945643293
33900,20089,17,16687,20,16687.0425484175,19.6381698445591
33920,-20344,-3,16686,19,16685.5127661699,19.3066460585792
33940,-1065,-26,16685,19,16684.7582432293,18.9576071575667
33960,21437,17,16687,19,16687.2888389979,18.902407925728
33980,-19068,8,16685,18,16685.3002969899,18.4889906008278
34000,-3579,-24,16685,18,16684.9192728451,18.1271011713125
34020,22517,27,16687,18,16687.1733578972,17.9933798589926
34040,-17598,9,16685,18,16684.9857738166,17.7919975208308
34060,-6039,-18,16685,17,16685.231694707,17.4811491662269
34080,23332,10,16687,17,16687.1893899288,17.1413015477238
34100,-15893,11,16685,17,16684.7788121539,16.5623378529799
34120,-8420,-22,16685,16,16685.3490512533,16.3707801098863
34140,23851,9,16687,16,16687.0860533865,15.8375234313165
34160,-14017,16,16685,15,16684.6807106916,15.4935171044416
34180,-10683,-17,16686,15,16685.9016066047,15.1393107659745
34200,24059,2,16687,15,16687.0099813208,14.6154900303796
34220,-11973,12,16684,14,16684.4248899666,14.2774201648092
34240,-12803,-16,16686,14,16686.1044369195,13.7843055711242
34260,24000,2,16687,13,16686.6479218395,13.3440701805849
34280,-9775,23,16685,13,16684.531825455,12.9261159153185
34300,-14782,-9,16686,13,16686.2793356659,12.5971129970075
34320,23624,-5,16686,12,16686.3560249492,12.0415033419576
34340,-7447,19,16684,12,16684.4537978757,11.6610035548511
34360,-16572,-11,16687,11,16686.5119714601,11.0597741168446
34380,22976,0,16686,11,16686.2330823721,10.6496611778556
34400,-5018,6,16685,10,16684.7088795845,10.223622691468
34420,-18182,-4,16687,10,16686.6179185103,9.60218226742624
34440,22030,-4,16686,9,16685.8817814262,9.14852756680686
34460,-2508,13,16685,9,16684.6138273741,8.64378897767785
34480,-19578,-3,16687,8,16686.7701130612,8.19583008970873
34500,20813,-13,16685,8,16685.324220509,7.7825990296462
34520,34,8,16685,7,16684.9749236881,7.25114484495379
34540,-20755,12,16687,7,16687.0054523877,6.93324052797464
34560,19369,1,16685,6,16685.1375470833,6.39314589643667
34580,2597,1,16685,6,16684.9621303294,6.10395779648336
34600,-21707,7,16687,6,16687.0328088569,5.79470562507277
34620,17663,-4,16685,5,16685.1285078213,5.39569507947076
34640,5140,-2,16685,5,16685.2019119789,5.30580920577861
34660,-22413,6,16687,5,16687.0108755783,5.21708899465257
34680,15758,-3,16685,5,16684.7454647322,5.08146524759345
34700,7658,4,16686,5,16685.50974295,4.9987547277422
34720,-22883,1,16687,5,16686.6693170911,4.98841431155733
34740,13687,-2,16684,5,16684.382219764,5.16341831269509
34760,10082,-9,16686,5,16685.8125317214,5.32592513237137
34780,-23086,-3,16687,6,16686.6215439503,5.65197524930444
34800,11457,-2,16684,6,16684.3680441445,5.96537453638705
34820,12408,0,16686,6,16686.1846140123,6.2836787903763
34840,-23046,-1,16687,7,16686.5006983974,6.75383282384899
34860,9107,2,16684,7,16684.3526494966,6.9692404535932
34880,14577,-9,16686,7,16686.4707694292,7.4358257044023
34900,-22755,-9,16686,8,16686.2758954853,7.89917544154135
34920,6645,7,16684,8,16684.3539100193,8.31636129772961
34940,16596,6,16687,9,16686.721951914,8.89275293075772
34960,-22214,-8,16686,9,16686.236236001,9.13906236643016
34980,4151,7,16684,10,16684.4326161808,9.87876955347299
35000,18429,6,16687,10,16686.9402472395,10.1855227183918
35020,-21421,-9,16686,11,16685.8503809822,10.6016171931161
35040,1596,1,16685,11,16684.5201916152,11.0990854247377
35060,20014,10,16687,11,16686.8693304134,11.4864687717222
35080,-20406,-11,16686,12,16685.5600190162,11.8986811572228
35100,-949,2,16685,12,16684.6526220917,12.2924070663306
35120,21375,25,16687,13,16687.1733619718,12.63886730672
35140,-19143,-13,16685,13,16685.2776690138,13.1309789209287
35160,-3466,-8,16685,14,16684.8722773395,13.5080090536596
35180,22479,24,16687,14,16687.2795663548,14.0342511406247
35200,-17663,-16,16685,14,16685.1012026984,14.2996838087858
35220,-5926,-12,16685,15,16685.148584347,14.8791682710258
35240,23290,21,16687,15,16686.9207443209,15.1417536988991
35260,-15981,-14,16685,15,16684.9027078556,15.2254140312136
35280,-8302,-16,16685,16,16685.3190289079,15.7769331967195
35300,23828,24,16687,16,16687.0325863334,16.0176294477366
35320,-14112,-2,16685,17,16684.6649295258,16.5018864333559
35340,-10576,-14,16686,17,16685.680287846,16.6279808182999
35360,24068,26,16687,17,16686.9033887746,16.9354602669406
35380,-12063,-14,16684,17,16684.4074080667,17.2103824950232
35400,-12709,-24,16686,17,16686.0532383367,17.4333412379483
35420,24019,21,16687,18,16686.6220914539,17.5095676970478
35440,-9886,4,16685,18,16684.6115705244,17.6897014420644
35460,-14702,-23,16686,18,16686.3460418546,17.9915344676323
35480,23655,23,16686,18,16686.3661557099,18.1905401776067
35500,-7560,3,16684,18,16684.4924902213,18.3616354991358
35520,-16491,-25,16686,18,16686.4123719182,18.3776704054472
35540,23008,26,16686,19,16686.163911342,18.5236665026966
35560,-5131,4,16685,19,16684.5550011288,18.6195265132636
35580,-18109,-32,16687,19,16686.7686827844,18.6736662320733
35600,22077,17,16686,19,16685.8638857205,18.6987319924373
35620,-2635,19,16685,19,16684.8038278526,18.7086784257333
35640,-19516,-26,16687,19,16686.9348302878,18.7992582134243
35660,20880,9,16685,19,16685.4380602138,18.8013489584192
35680,-84,18,16685,19,16684.745121379,18.7569258042196
35700,-20708,-11,16687,19,16686.7172721832,18.828805744955
35720,19428,10,16685,19,16685.1516208892,18.7605764441188
35740,2484,26,16685,19,16685.0566982386,18.7317163459632
35760,-21668,-14,16687,19,16686.9866376956,18.6209818966905
35780,17754,4,16685,18,16684.8098111158,18.4140542135111
35800,5035,19,16685,18,16685.3530902507,18.3119933803641
35820,-22386,-23,16687,18,16686.8279049464,18.2335113870039
35840,15859,-11,16685,18,16684.6956102352,17.9957473817601
35860,7541,18,16685,18,16685.3366846617,17.962125137442
35880,-22851,-14,16687,18,16686.772794497,17.7329019211993
35900,13790,-17,16685,17,16684.5725004626,17.3145587674795
35920,9976,23,16686,17,16685.5221637708,17.2150560352523
35940,-23075,-12,16687,17,16686.5243747019,16.9372549567145
35960,11567,-10,16684,17,16684.3223004705,16.60295030964
35980,12293,21,16686,16,16686.0744477273,16.3405156335984
36000,-23061,-2,16687,16,16686.5358571986,16.155622872258
36020,9219,-23,16684,16,16684.3862064707,15.9632451372677
36040,14494,26,16686,16,16686.4999513445,15.5805069643329
36060,-22775,2,16686,15,16686.3696757945,15.1670386859136
36080,6777,-14,16684,15,16684.2051704502,15.0937985247667
36100,16506,21,16687,14,16686.6362019237,14.4762062321245
36120,-22244,7,16686,14,16686.1585819263,14.2433595410502
36140,4257,-16,16685,14,16684.5098730852,13.9527400562802
36160,18342,13,16687,13,16686.7463946468,13.3463020832317
36180,-21470,13,16686,13,16685.8696968874,13.0283738582612
36200,1722,-14,16684,13,16684.4221352452,12.7660361775886
36220,19950,11,16687,12,16686.9689788082,12.2804945696417
36240,-20446,7,16686,12,16685.6972429503,11.9027943640086
36260,-838,-15,16685,11,16684.7408238525,11.2654299567027
36280,21319,4,16687,11,16687.097916475,10.9655444033801
36300,-19208,5,16685,11,16685.4250518569,10.5177259231143
36320,-3345,-7,16685,10,16684.8359904751,10.1990444558547
36340,22432,-3,16687,10,16687.064595202,9.66268242470097
36360,-17743,8,16685,9,16685.0267935158,9.21418054125678
36380,-5819,-6,16685,9,16685.0640766289,8.86937266577377
36400,23259,-1,16687,8,16687.0779509407,8.3721572834082
36420,-16068,13,16685,8,16684.9761552722,7.9300069209065
36440,-8195,-4,16685,7,16685.2642528593,7.46825965963624
36460,23813,-2,16687,7,16687.0389727031,7.15532881625646
36480,-14193,11,16685,7,16684.7483597776,6.75697700760111
36500,-10474,4,16685,6,16685.4973166404,6.41358193236237
36520,24057,0,16687,6,16686.8109190447,5.97794612251984
36540,-12168,0,16685,6,16684.5656640413,5.83072160655309
36560,-12604,-3,16686,6,16685.7928037302,5.52283523060167
36580,24019,-2,16687,5,16686.8278912154,5.33217862662627
36600,-9984,5,16685,5,16684.5186407764,5.17435269200409
36620,-14605,0,16686,5,16685.953941182,5.01443229588355
36640,23677,-12,16687,5,16686.5372894632,4.97868993969548
36660,-7666,-9,16684,5,16684.3599298943,5.07947097546831
36680,-16416,9,16686,5,16686.3264840037,5.07066760120154
36700,23047,-5,16686,5,16686.118545369,5.34368146885881
36720,-5260,-4,16685,5,16684.5534128627,5.44499304120308
36740,-18050,1,16687,6,16686.5000792636,5.67432798196183
36760,22122,0,16686,6,16685.8837634037,5.89335977631817
36780,-2750,-11,16684,6,16684.3937480872,6.30016973357663
36800,-19462,1,16687,7,16686.7439264069,6.59909809770434
36820,20946,17,16686,7,16685.6078790951,7.06408997589215
36840,-200,-5,16685,7,16684.6980234522,7.35713540763319
36860,-20662,0,16687,8,16686.7980127103,7.82200983703198
36880,19514,5,16685,8,16685.2382792852,8.19748317892449
36900,2359,-2,16685,9,16684.8546236623,8.64316757347241
36920,-21616,-5,16687,9,16686.8707936885,9.03972083276773
36940,17832,11,16685,9,16684.9629137468,9.21823356604317
36960,4918,-2,16685,10,16685.1923376532,9.71025553216804
36980,-22356,-9,16687,10,16686.8935581593,10.2049792534086
37000,15956,14,16685,11,16684.7933831828,10.6391220487759
37020,7423,-6,16685,11,16685.423419785,11.0347462589767
37040,-22844,-10,16687,11,16686.8637732473,11.3830350227048
37060,13885,3,16685,12,16684.6539773016,11.7751040832714
37080,9857,3,16686,12,16685.7117357681,12.0735053422774
37100,-23085,-19,16687,13,16686.5900413698,12.5598664061615
37120,11675,16,16684,13,16684.3424424098,12.9955295799171
37140,12189,8,16686,13,16686.0522491943,13.2303159359716
37160,-23061,-25,16687,14,16686.5376560208,13.6455818599602
37180,9319,-2,16684,14,16684.4194033434,13.8550673266138
37200,14393,16,16686,14,16686.2712080651,14.0972487342389
37220,-22794,-16,16686,14,16686.3078778964,14.4256326361489
37240,6883,-1,16684,15,16684.3306610843,14.7901004159032
37260,16418,12,16686,15,16686.4326785532,15.137270655261
37280,-22267,-29,16686,15,16686.102672961,15.3738884252651
37300,4380,-10,16684,16,16684.4532303197,15.5387305928605
37320,18261,16,16687,16,16686.5072390573,15.7815516679088
37340,-21514,-20,16686,16,16685.7911477788,15.9601401691448
37360,1831,-1,16685,16,16684.52777276,16.2996462169237
37380,19875,23,16687,16,16686.8066141789,16.3654925285836
37400,-20508,-11,16685,17,16685.4442009673,16.7275093876076
37420,-717,-10,16684,17,16684.4932032697,16.8244395917999
37440,21257,22,16687,17,16686.8860698676,17.050884610941
37460,-19270,-14,16685,17,16685.4091530442,17.1842823692721
37480,-3225,-9,16685,17,16684.7148621134,17.1320340822938
37500,22380,18,16687,17,16686.9755688384,17.2376611780898
37520,-17818,7,16685,17,16685.0760327311,17.1418000394868
37540,-5706,-22,16685,17,16684.9675394421,17.337449587616
37560,23234,24,16687,17,16686.8683432726,17.3519547034693
37580,-16144,-1,16685,17,16684.7640861388,17.4710349019992
37600,-8092,-26,16685,18,16685.167981988,17.5748746995
37620,23794,10,16687,17,16686.9266737669,17.3916989223667
37640,-14284,4,16685,17,16684.5316293249,17.3563720962576
37660,-10366,-28,16685,17,16685.4606499879,17.3201909248101
37680,24055,11,16687,17,16686.8170980133,17.2377532387127
37700,-12269,12,16685,17,16684.5715530966,17.3294634289229
37720,-12522,-16,16686,17,16685.7491399642,17.2001728847598
37740,24023,17,16687,17,16686.6525406082,16.9980826699109
37760,-10089,18,16685,17,16684.5868456916,16.8619958574563
37780,-14508,-25,16686,17,16686.2010961013,16.8037122712141
37800,23710,10,16686,17,16686.2516454957,16.6847054073858
37820,-7775,9,16684,16,16684.4589702624,16.4637237348891
37840,-16334,-15,16686,16,16686.1858732114,16.3652538386401
37860,23079,6,16686,16,16686.1850373251,16.2034112800168
37880,-5365,18,16685,16,16684.550472561,15.85685016848
37900,-17976,-8,16686,16,16686.4380074644,15.6603272510307
37920,22176,-9,16686,15,16685.981700863,15.245813013845
37940,-2867,11,16685,15,16684.7016132765,15.1442042982827
37960,-19401,-13,16687,15,16686.6924359767,14.9175631859312
37980,21001,-11,16686,15,16685.6250301342,14.5189464041817
38000,-326,21,16685,14,16684.7587778297,14.209311771357
38020,-20612,2,16687,14,16686.7208769575,13.9420711394057
38040,19576,-11,16685,14,16685.2206514039,13.7212590245484
38060,2242,22,16685,13,16684.8866161505,13.3541108049404
38080,-21579,0,16687,13,16686.8126509455,13.0614533073468
38100,17914,-5,16685,13,16685.075720215,12.6966465645215
38120,4790,13,16685,12,16685.0671794048,12.277363014024
38140,-22325,-2,16687,12,16686.8592761403,12.0294540055596
38160,16038,-17,16685,12,16684.9003540027,11.6802492548854
38180,7323,19,16685,11,16685.3927271061,11.2515840898626
38200,-22822,2,16687,11,16686.6500382425,10.8125
38220,13993,-12,16685,11,16684.5626383817,10.5435642951933
38240,9751,10,16686,10,16685.6036261033,10.1216357257918
38260,-23071,-3,16687,10,16686.6211840662,9.84243542809654
38280,11781,-8,16685,9,16684.5261518017,9.3343650610928
38300,12092,11,16686,9,16685.7986989366,8.79931693460492
38320,-23070,3,16687,9,16686.5211220755,8.56765925771153
38340,9433,-17,16684,8,16684.3825674486,8.19296990470336
38360,14286,-4,16686,8,16686.0861006089,7.67378413109367
38380,-22820,3,16686,7,16686.3979109316,7.4319503980281
38400,7009,-17,16684,7,16684.3310880366,7.06035642248322
38420,16332,-2,16686,7,16686.4612896897,6.71106027972667
38440,-22309,16,16686,6,16686.0718572305,6.3443080111723
38460,4497,-5,16685,6,16684.5485139911,5.95197659526858
38480,18176,-4,16687,6,16686.6520442698,5.72668506860644
38500,-21547,-2,16686,6,16685.8027914648,5.60595735022128
