frequency_hz,direct_adc_int16,filtered_adc_int16,direct_rms_uint16,filtered_rms_uint16,direct_rms_float,filtered_rms_float
11160,-18078,383,16691,16694,16691.0174372717,16694.222685191
11180,22108,21027,16686,16698,16685.7838341333,16698.4302031877
11200,-2703,-18890,16686,16691,16686.2499399241,16691.3441816948
11220,-19495,-4414,16691,16694,16691.1499842763,16694.3825032566
11240,20915,22772,16685,16696,16685.1317104355,16696.001821038
11260,-149,-15635,16687,16689,16686.9661437531,16689.2180583504
11280,-20680,-9011,16691,16694,16690.8870069818,16694.1610428046
11300,19473,23566,16684,16693,16684.2134114685,16693.4653227084
11320,2423,-11713,16688,16688,16687.7938835165,16687.9686757906
11340,-21645,-13259,16690,16694,16690.4505366236,16693.7288666257
11360,17793,23374,16684,16690,16684.0753622902,16690.3729738976
11380,4977,-7298,16688,16687,16688.409765068,16686.9978814102
11400,-22380,-16943,16690,16693,16690.0840980198,16692.7144516085
11420,15913,22202,16684,16687,16683.8242570195,16687.4312158212
11440,7482,-2589,16689,16686,16689.2236649308,16686.4814332535
11460,-22843,-19927,16689,16691,16689.2782606038,16691.1554522537
11480,13838,20108,16684,16685,16683.7093861232,16684.6091484056
11500,9921,2238,16690,16686,16689.8401524171,16686.3578469592
11520,-23082,-22064,16689,16689,16688.8327878422,16688.9419972785
11540,11624,17180,16684,16682,16683.8120965869,16682.102579908
11560,12252,6953,16690,16686,16690.4374395077,16686.0187757949
11580,-23048,-23304,16688,16686,16688.0523535912,16686.2358471607
11600,9261,13534,16684,16680,16684.0774320471,16680.4134572552
11620,14434,11394,16691,16686,16690.9316440906,16685.6460019589
11640,-22788,-23556,16687,16683,16687.4824308706,16683.3872474855
11660,6825,9336,16685,16679,16684.6005124269,16679.1616060026
11680,16460,15355,16691,16685,16691.139004033,16684.8296868356
11700,-22260,-22841,16687,16681,16686.8190583433,16680.5103789408
11720,4322,4734,16685,16678,16685.1125597739,16678.3073837036
11740,18306,18678,16691,16684,16691.3342073978,16683.628115343
11760,-21485,-21153,16686,16678,16686.1451674896,16677.6371794509
11780,1774,-60,16686,16678,16685.8391879537,16678.1939840713
11800,19920,21210,16691,16682,16691.184990306,16682.0465371599
11820,-20482,-18595,16685,16675,16685.4572230341,16675.4689189684
11840,-769,-4847,16686,16678,16686.31835249,16678.2237696596
11860,21285,22869,16691,16680,16691.0894601418,16679.9707771759
11880,-19230,-15252,16685,16674,16685.2651130957,16673.7225392288
11900,-3292,-9443,16687,16678,16687.1576327458,16678.4312505258
11920,22408,23572,16691,16678,16690.8200261114,16677.7520399983
11940,-17772,-11284,16685,16673,16684.5984055606,16672.6997219719
11960,-5757,-13627,16688,16679,16687.8576911718,16678.6366247045
11980,23251,23282,16690,16676,16690.1366711688,16675.52690524
12000,-16107,-6837,16685,16673,16684.5041657765,16672.75369935
12020,-8134,-17258,16688,16678,16688.4070275722,16678.3359594701
12040,23808,22030,16690,16673,16689.5975512695,16673.4343594933
12060,-14246,-2119,16684,16673,16684.2677945303,16673.0479529833
12080,-10419,-20162,16689,16678,16689.1955745414,16678.124604742
12100,24064,19854,16689,16672,16688.845632712,16671.8489370183
12120,-12214,2687,16684,16674,16684.4569919129,16673.9640450929
12140,-12575,-22229,16690,16677,16689.6637537689,16677.2283728208
12160,24024,16853,16688,16671,16687.9208606295,16671.1998427022
12180,-10027,7393,16685,16675,16684.5687078449,16675.4378682071
12200,-14558,-23361,16690,16676,16690.2258137763,16676.2525568646
12220,23684,13151,16687,16671,16687.2370626889,16671.1246322981
12240,-7716,11799,16685,16677,16685.0590193224,16676.8698765358
12260,-16381,-23526,16690,16675,16690.4404487726,16675.3322653307
12280,23063,8902,16686,16672,16686.3325308639,16671.9048656451
12300,-5306,15691,16686,16678,16685.520791139,16678.196742083
12320,-17998,-22719,16690,16675,16690.4920069579,16674.620503787
12340,22148,4281,16686,16674,16685.8367161339,16673.5333255024
12360,-2812,18950,16686,16679,16685.9088130957,16679.3137018639
12380,-19427,-20942,16690,16674,16690.4093330741,16674.2544136455
12400,20973,-532,16685,16676,16685.1579223,16675.7520315392
12420,-265,21405,16687,16680,16686.7048487992,16679.9369479884
12440,-20627,-18307,16690,16674,16690.210317617,16674.3587769899
12460,19533,-5298,16685,16678,16684.6151504903,16678.3535133569
12480,2290,22971,16687,16681,16687.3723051133,16680.7571470183
12500,-21605,-14909,16690,16676,16690.0992688481,16675.5405985578
12520,17868,-9862,16684,16681,16684.2804559564,16681.1584889713
12540,4866,23582,16688,16681,16688.0349369433,16681.0745006677
12560,-22343,-10887,16690,16677,16689.5647172103,16677.3238400256
12580,16003,-14008,16684,16684,16684.079129317,16683.7084024318
12600,7368,23216,16689,16681,16688.6964875149,16681.3971415391
12620,-22836,-6397,16689,16680,16689.2075488003,16679.8057014181
12640,13939,-17580,16684,16686,16683.8996536797,16686.0771428748
12660,9809,21863,16690,16682,16689.5077468606,16682.0942072745
12680,-23078,-1666,16689,16683,16688.6274557975,16682.6924545824
12700,11718,-20406,16684,16688,16683.8984950656,16688.1391384143
12720,12145,19616,16690,16683,16689.7817392092,16683.1356015003
12740,-23062,3155,16688,16686,16688.0567211968,16686.235246767
12760,9380,-22390,16684,16690,16684.1525664212,16689.603480101
12780,14331,16541,16690,16685,16690.2169370418,16684.6784339725
12800,-22805,7854,16687,16690,16687.427884244,16689.5511643551
12820,6945,-23440,16685,16691,16684.513576054,16690.8597022106
12840,16378,12787,16691,16687,16690.5470234104,16686.8767378781
12860,-22280,12202,16687,16693,16686.6832812489,16692.989063175
12880,4428,-23521,16685,16692,16684.9325251819,16692.0922461639
12900,18214,8474,16691,16690,16690.7733418284,16689.5446855446
12920,-21528,16055,16686,16696,16686.0307704839,16695.9428987939
12940,1890,-22597,16686,16693,16685.5924987305,16692.8580882161
12960,19846,3821,16691,16693,16690.7526807452,16692.5351877899
12980,-20529,19238,16686,16698,16685.5665850946,16698.4312163861
13000,-648,-20751,16686,16694,16686.1920331348,16694.004286668
13020,21233,-976,16691,16696,16690.6714458549,16695.9219447872
13040,-19299,21621,16685,16700,16685.1184948887,16700.216334567
13060,-3179,-18026,16687,16695,16686.8425796005,16695.2657590449
13080,22366,-5761,16690,16699,16690.3472296852,16699.2732976741
13100,-17842,23095,16685,16701,16684.8828674211,16701.4448312831
13120,-5646,-14555,16688,16697,16687.574842858,16696.8610987522
13140,23216,-10288,16690,16702,16689.7713794114,16702.2033883082
13160,-16195,23622,16685,16702,16684.5435751706,16702.3832974501
13180,-8031,-10482,16688,16699,16688.1305753038,16698.8000476895
13200,23772,-14393,16689,16705,16689.3583530735,16705.2398506289
13220,-14339,23142,16685,16703,16684.5186725807,16702.8009131255
13240,-10316,-5970,16689,16701,16688.5910026523,16701.3363276022
13260,24058,-17901,16689,16707,16688.6940124245,16706.9914596791
13280,-12307,21720,16685,16703,16684.5356946396,16703.1647132874
13300,-12473,-1197,16689,16704,16689.2622055712,16703.743580498
13320,24037,-20650,16688,16709,16687.9839384783,16708.5390413039
13340,-10134,19378,16685,16704,16684.644292719,16703.5443491778
13360,-14471,3623,16690,16706,16689.6875654248,16706.1669677808
13380,23714,-22542,16687,16709,16687.2417410815,16709.2886078527
13400,-7824,16217,16685,16704,16684.9350042909,16704.0577479201
13420,-16296,8286,16690,16708,16689.8619375398,16708.4494009551
13440,23096,-23524,16686,16709,16686.4626161709,16709.1790665747
13460,-5412,12397,16685,16705,16685.3183123026,16704.908530707
13480,-17933,12598,16690,16710,16689.9789638416,16710.3289449297
13500,22190,-23493,16686,16709,16686.008657143,16708.6640991733
13520,-2924,8055,16686,16706,16685.8132212881,16706.0676016438
13540,-19369,16413,16690,16712,16690.0528574441,16711.5935210469
13560,21033,-22476,16685,16708,16685.2147510183,16708.2122886857
13580,-384,3378,16686,16707,16686.3164575465,16707.208893111
13600,-20572,19525,16690,16712,16689.8972982,16712.3771480736
13620,19611,-20550,16685,16707,16684.7400938629,16707.2620149044
13640,2177,-1444,16687,16709,16686.9707430994,16708.7625001853
13660,-21561,21814,16690,16712,16689.7045078054,16711.9221791984
13680,17954,-17747,16684,16707,16684.2746630467,16706.7818466158
13700,4743,-6212,16688,16710,16687.701237024,16709.9539495796
13720,-22317,23198,16689,16711,16689.3291379318,16711.3644329083
13740,16092,-14202,16684,16706,16684.0488873838,16706.2798847732
13760,7249,-10712,16688,16711,16688.2974199251,16711.0085063431
13780,-22822,23622,16689,16710,16688.9414534643,16710.0932499967
13800,14043,-10069,16684,16706,16683.8538059002,16706.3052294685
13820,9703,-14762,16689,16712,16688.854916605,16711.5675418645
13840,-23065,23065,16688,16709,16688.4224016929,16708.5866628588
13860,11824,-5519,16684,16707,16683.9579963311,16706.6742951624
13880,12031,-18211,16689,16712,16689.2849126251,16711.5472447344
13900,-23076,21536,16688,16707,16687.6157287507,16706.9344023233
13920,9491,-738,16684,16707,16684.1690178786,16707.0758299616
13940,14246,-20892,16690,16711,16689.5932636378,16710.9367267634
13960,-22823,19106,16687,16706,16687.2217073369,16705.644645449
13980,7051,4076,16684,16708,16684.493728872,16707.9487984758
14000,16287,-22693,16690,16710,16690.0302981239,16709.9765497505
14020,-22328,15890,16687,16704,16686.6517988292,16704.4695472128
14040,4555,8720,16685,16708,16684.8314170618,16708.2867441739
14060,18126,-23557,16690,16708,16690.408564796,16708.431270302
14080,-21577,12005,16686,16704,16686.0970562825,16703.8342016403
14100,2016,13005,16686,16709,16685.504318496,16708.6309812205
14120,19773,-23442,16690,16707,16690.3373028662,16706.6726995881
14140,-20580,7625,16686,16704,16685.6071514553,16703.7711253143
14160,-534,16739,16686,16709,16686.0060417112,16708.6739293998
14180,21179,-22340,16690,16705,16690.1425914636,16704.8831533548
14200,-19357,2913,16685,16704,16685.2244164162,16703.8002124692
14220,-3063,19776,16687,16708,16686.7072681266,16708.2218120921
14240,22309,-20309,16690,16703,16689.8836055073,16703.1896778741
14260,-17918,-1906,16685,16704,16684.9057959047,16704.3497683931
14280,-5532,21986,16687,16708,16687.24941341,16707.6250616868
14300,23185,-17436,16689,16702,16689.4175108236,16702.0626187517
14320,-16279,-6655,16685,16705,16684.6728322812,16704.9686819971
14340,-7925,23279,16688,16706,16687.6933598202,16706.1828830372
14360,23769,-13834,16689,16701,16689.1319781053,16701.3398934362
14380,-14424,-11117,16684,16706,16684.2737182172,16705.626894149
14400,-10218,23611,16688,16705,16688.3078615753,16704.7444642377
14420,24047,-9651,16688,16701,16688.4207232173,16701.1001127566
14440,-12415,-15128,16685,16706,16684.5763255275,16706.0180848173
14460,-12375,22955,16689,16703,16688.7159984159,16703.213041688
14480,24041,-5072,16688,16701,16687.7648232513,16701.3474860519
14500,-10241,-18495,16685,16706,16684.578272088,16706.194350802
14520,-14380,21337,16689,16702,16688.9326268821,16701.8288758037
14540,23734,-277,16687,16702,16687.1166423736,16702.1749387269
14560,-7945,-21098,16685,16706,16684.7837978458,16705.9520485846
14580,-16208,18831,16689,16701,16689.4686764483,16700.8840219609
14600,23133,4531,16687,16703,16686.5797718532,16703.2880120232
14620,-5521,-22822,16685,16705,16685.1332947617,16705.3426975205
14640,-17863,15530,16690,16700,16689.6648699631,16700.3956647771
14660,22248,9147,16686,16704,16685.9692752559,16704.3100867886
14680,-3043,-23584,16686,16705,16685.5938644208,16704.516603045
14700,-19314,11602,16690,16700,16689.6183888394,16700.4176394347
14720,21093,13382,16685,16705,16685.2577464488,16705.3005750564
14740,-502,-23371,16686,16704,16686.1601973197,16703.6425661014
14760,-20531,7175,16690,16701,16689.5269191537,16701.16432727
14780,19680,17049,16685,16706,16684.8396225284,16706.3166073848
14800,2058,-22187,16687,16703,16686.5693093041,16702.6391705904
14820,-21518,2448,16689,16702,16689.4502997438,16702.3002712523
14840,18032,20014,16684,16707,16684.4732175127,16706.8632228077
14860,4625,-20063,16687,16702,16687.4235726027,16702.4050073278
14880,-22284,-2371,16689,16704,16688.9911648763,16703.9401958681
14900,16189,22151,16684,16707,16684.0286911082,16706.9664889878
14920,7133,-17116,16688,16702,16687.8850481604,16701.9935028498
14940,-22807,-7092,16689,16706,16688.5632846747,16705.5493131183
14960,14143,23362,16684,16707,16683.8918872624,16706.9988917737
14980,9580,-13454,16688,16703,16688.4028760095,16702.5031669944
15000,-23050,-11524,16688,16707,16688.2130642069,16707.2116048396
15020,11938,23587,16684,16706,16684.009856509,16706.492894902
15040,11930,-9222,16689,16703,16689.0445954022,16703.4787299936
15060,-23080,-15480,16688,16709,16687.5713618193,16708.7212224894
15080,9607,22839,16684,16706,16684.1607277225,16706.3441621341
15100,14135,-4613,16689,16705,16689.3976258878,16705.0252998916
15120,-22833,-18785,16687,16710,16687.2565809654,16710.0533621739
15140,7177,21138,16684,16706,16684.4969157535,16706.2360612871
15160,16185,190,16690,16707,16689.5761591574,16707.0245040611
15180,-22346,-21297,16687,16711,16686.6481179887,16710.987599548
15200,4673,18553,16685,16706,16684.7651706887,16706.4552551955
15220,18053,4985,16690,16709,16689.7901175383,16709.3253632287
15240,-21607,-22923,16686,16712,16685.9582405907,16711.639456958
15260,2128,15190,16685,16707,16685.3646967112,16707.3051973755
15280,19700,9586,16690,16711,16689.7957427529,16711.4427234944
15300,-20631,-23608,16686,16712,16685.6478744383,16711.8826551102
15320,-419,11203,16686,16709,16685.7673022941,16708.7483690448
15340,21112,13762,16690,16714,16689.6726570918,16713.9463973017
15360,-19427,-23303,16685,16712,16685.1201256223,16712.3423483311
15380,-2953,6734,16686,16710,16686.3660491001,16710.4295861919
15400,22268,17381,16690,16716,16689.5306958042,16715.5638974115
15420,-17992,-22034,16685,16713,16684.7996345175,16712.8676128231
15440,-5405,2002,16687,16713,16686.7443681112,16712.8090785012
15460,23149,20268,16689,16717,16689.3438900463,16717.4206326042
15480,-16352,-19829,16685,16713,16684.5670988748,16713.4183586483
15500,-7815,-2831,16687,16715,16687.4282498531,16715.3833597389
15520,23746,22322,16689,16719,16688.8835479973,16718.7589223837
15540,-14513,-16804,16685,16714,16684.5445454385,16714.4302446369
15560,-10107,-7534,16688,16718,16688.0247146189,16717.9964179318
15580,24046,23438,16688,16719,16688.4463511287,16719.4817896651
15600,-12510,-13076,16685,16716,16684.6018133244,16715.7821204013
15620,-12273,-11935,16688,16721,16688.4955069692,16720.640458284
15640,24047,23588,16688,16720,16687.724670187,16720.164352259
15660,-10347,-8811,16685,16718,16684.5209765678,16717.8333312953
15680,-14281,-15834,16689,16723,16688.7519151113,16723.0475807035
15700,23755,22731,16687,16721,16687.1697070031,16720.8770180334
15720,-8058,-4170,16685,16720,16684.8326614526,16720.1019476744
15740,-16148,-19072,16689,16725,16689.1560931511,16724.9296537125
15760,23169,20944,16686,16722,16686.4556244763,16721.5376824056
15780,-5651,655,16685,16723,16685.1261473133,16722.6886463202
15800,-17793,-21519,16689,16727,16689.1992826585,16726.6240608833
15820,22287,18273,16686,16722,16685.9824903996,16722.2180323335
15840,-3166,5441,16685,16725,16685.4768212199,16725.2051057117
15860,-19236,-23068,16689,16728,16689.3320042123,16727.5217980255
15880,21154,14846,16685,16723,16685.310920995,16723.4015563372
15900,-617,10008,16686,16728,16685.919191401,16727.6500643702
15920,-20481,-23655,16689,16728,16689.3174889164,16728.0151686597
15940,19751,10794,16685,16725,16684.7779514534,16724.7175241671
15960,1947,14157,16686,16730,16686.4153703431,16729.7250298741
15980,-21486,-23239,16689,16728,16688.9319871825,16728.0467754934
16000,18117,6295,16684,16726,16684.4787134466,16726.0584888961
16020,4518,17715,16687,16731,16687.0527997707,16731.0030967158
16040,-22262,-21879,16689,16728,16688.66008799,16727.8233790512
16060,16266,1525,16684,16727,16684.206975516,16727.4781959183
16080,7027,20525,16688,16732,16687.5857433425,16731.5984954119
16100,-22775,-19595,16688,16727,16688.4031958877,16727.216650866
16120,14232,-3300,16684,16729,16683.9570896253,16728.7173982869
16140,9473,22489,16688,16731,16688.1904879531,16731.2648687685
16160,-23059,-16498,16688,16727,16688.0232308392,16726.5614037759
16180,12049,-7986,16684,16729,16684.0814532219,16729.4210075484
16200,11820,23513,16689,16730,16688.735879051,16729.908436851
16220,-23084,-12701,16688,16726,16687.5167344837,16725.6163077923
16240,9715,-12345,16684,16729,16684.1166412586,16729.2700674739
16260,14043,23554,16689,16728,16689.0087347507,16727.6435260928
16280,-22852,-8386,16687,16724,16687.0516484787,16724.1179564029
16300,7291,-16185,16684,16728,16684.3673882323,16727.9169735775
16320,16101,22611,16689,16724,16689.2478552327,16724.3522913209
16340,-22370,-3702,16687,16722,16686.523251421,16721.9870224505
16360,4784,-19350,16685,16725,16684.6735698755,16725.2284163433
16380,17971,20721,16689,16720,16689.4021396164,16720.2772989814
16400,-21647,1121,16686,16719,16686.1013521721,16719.2718326856
16420,2241,-21704,16685,16721,16685.0560481185,16721.242607018
16440,19637,17972,16690,16715,16689.6324625385,16715.0757368074
16460,-20679,5894,16686,16716,16685.6142500615,16715.626689663
16480,-300,-23149,16686,16715,16685.5942789769,16715.1254198486
16500,21056,14476,16689,16709,16689.4266065983,16708.728206657
16520,-19477,10415,16685,16710,16685.2495071682,16710.1936102398
16540,-2831,-23628,16686,16708,16686.115776113,16707.6060107909
16560,22225,10366,16689,16701,16689.3388366406,16701.4923018905
16580,-18062,14499,16685,16703,16684.765226446,16703.0407134143
16600,-5305,-23122,16687,16698,16686.6910310997,16698.0235153912
16620,23120,5833,16689,16693,16688.8999657818,16692.6662379572
16640,-16422,17982,16685,16694,16684.6370744,16693.6671137321
16660,-7704,-21639,16687,16686,16687.2800920889,16686.4350088973
16680,23730,1068,16689,16682,16688.7555178223,16682.1764850709
16700,-14609,20695,16685,16682,16684.5182791642,16681.7211045433
16720,-10002,-19265,16688,16673,16687.608643629,16673.2525046038
16740,24042,-3735,16688,16670,16688.2451870134,16669.6710142665
16760,-12613,22540,16685,16667,16684.6218007125,16667.2295701312
16780,-12169,-16077,16688,16657,16687.9605130088,16657.3629175052
16800,24053,-8382,16687,16655,16687.4532222835,16655.073071869
16820,-10453,23443,16685,16650,16684.5985816285,16649.739309226
16840,-14197,-12240,16688,16640,16688.432415547,16639.8352020539
16860,23771,-12654,16687,16638,16686.9891279405,16637.5136178173
16880,-8159,23364,16685,16630,16684.8654442821,16629.5349173653
16900,-16043,-7893,16689,16620,16688.7599202731,16619.5189409873
16920,23200,-16407,16686,16617,16686.4636020994,16616.6164705821
16940,-5760,22307,16685,16606,16684.9779349918,16606.0077502722
16960,-17720,-3215,16689,16597,16688.837890101,16596.8208564844
16980,22336,-19447,16686,16592,16685.997513236,16592.3374154151
17000,-3284,20325,16685,16580,16685.3627922363,16579.6578957966
17020,-19176,1566,16689,16571,16689.0336839116,16571.0548931039
17040,21209,-21668,16685,16564,16685.4379738121,16564.3566860917
17060,-738,17498,16686,16550,16685.7924886157,16549.8713571948
17080,-20435,6277,16689,16542,16689.0347042414,16541.7119677934
17100,19828,-22982,16685,16532,16684.9788890436,16532.3216997621
17120,1833,13941,16686,16517,16686.162215901,16516.8660072342
17140,-21445,10693,16689,16509,16688.8103953989,16508.5609810794
17160,18207,-23315,16685,16496,16684.6290851412,16496.1392663207
17180,4386,9815,16687,16480,16686.8337305984,16480.2177409259
17200,-22217,14656,16689,16471,16688.6455704346,16471.3894118332
17220,16360,-22684,16684,16456,16684.2891761817,16455.804739254
17240,6902,5317,16687,16440,16687.3422499274,16439.9559449731
17260,-22763,17983,16688,16430,16688.0919713223,16429.7192006797
17280,14336,-21108,16684,16411,16684.1610424068,16411.3007686455
17300,9356,599,16688,16396,16687.9392252444,16395.7312821319
17320,-23053,20529,16688,16383,16687.9441776092,16383.0142326933
17340,12147,-18636,16684,16362,16684.1177202387,16362.366737373
17360,11707,-4121,16688,16347,16688.432677039,16346.8658878311
17380,-23088,22208,16687,16332,16687.4317864067,16331.5760838496
17400,9827,-15418,16684,16309,16684.1310143532,16309.1629505085
17420,13946,-8626,16689,16293,16688.5425082541,16293.3402344218
17440,-22882,22947,16687,16275,16686.9106036261,16274.660686357
17460,7410,-11560,16684,16251,16684.3077615006,16251.2048290805
17480,16010,-12734,16689,16235,16688.8954911302,16234.6855823124
17500,-22399,22725,16687,16212,16686.5858620756,16212.48619771
17520,4903,-7268,16685,16189,16684.753589601,16188.6413150304
17540,17890,-16282,16689,16171,16689.1450642721,16170.7138255379
17560,-21695,21551,16686,16145,16686.0595649315,16145.2078684657
17580,2361,-2687,16685,16121,16684.9838264183,16121.1023169047
17600,19567,-19132,16689,16101,16689.2977297037,16100.773354934
17620,-20734,19479,16686,16073,16685.5335266466,16072.5815164834
17640,-180,1958,16686,16048,16685.5236943609,16047.9942420272
17660,20999,-21128,16689,16025,16689.275175463,16025.0590378934
17680,-19545,16610,16685,15994,16685.1798635526,15994.3607522784
17700,-2716,6490,16686,15970,16685.8422430912,15969.5187334918
17720,22166,-22246,16689,15943,16689.1456280991,15943.1968798377
17740,-18125,13066,16685,15911,16684.7214114921,15910.9644455145
17760,-5199,10679,16687,15885,16686.6087132357,15885.2773777841
17780,23076,-22396,16689,15855,16688.8419133544,15855.3644674909
17800,-16520,9034,16685,15822,16684.6815352106,15821.8763692397
17820,-7603,14389,16687,15795,16687.0538697899,15794.5051145942
17840,23696,-21623,16689,15761,16688.5039738221,15761.0087535024
17860,-14686,4642,16685,15727,16684.6653061552,15726.9719024813
17880,-9898,17453,16687,15698,16687.2850475608,15697.5988158305
17900,24013,-19950,16688,15661,16688.1044353096,15660.5855180237
17920,-12702,130,16685,15626,16684.5085761607,15626.0216321943
17940,-12080,19752,16688,15594,16687.8353580315,15593.8882491993
17960,24067,-17463,16688,15554,16687.5897578637,15554.2318160195
17980,-10546,-4327,16685,15519,16684.6346473537,15519.1259610904
18000,-14115,21172,16688,15484,16688.2061408415,15483.6120814514
18020,23794,-14268,16687,15442,16686.9547637474,15441.5653623063
18040,-8261,-8543,16684,15406,16684.4993650763,15405.6502883483
18060,-15978,21699,16688,15366,16688.4356983031,15366.3669880641
18080,23239,-10545,16686,15323,16686.4539590659,15322.9105262865
18100,-5877,-12338,16685,15285,16684.8113514433,15285.3354859396
18120,-17648,21310,16689,15242,16688.6191758803,15242.3181916889
18140,22386,-6420,16686,15198,16685.8919982451,15197.8468090499
18160,-3394,-15561,16685,15158,16685.1088436666,15158.1795334019
18180,-19113,20036,16689,15112,16688.6913520926,15111.7299060181
18200,21266,-2096,16685,15066,16685.3942542476,15066.0981127341
18220,-865,-18074,16686,15024,16685.5961198062,15023.9876463883
18240,-20374,17934,16689,14974,16688.6348394335,14974.237015587
18260,19892,2237,16685,14928,16685.1193455924,14928.0579237065
18280,1709,-19771,16686,14883,16686.1090600817,14882.6244091789
18300,-21394,15118,16689,14830,16688.6017716809,14830.4861930638
18320,18283,6383,16685,14783,16684.5409482127,14783.2296851393
18340,4257,-20622,16687,14734,16686.8187568914,14734.1331273228
18360,-22197,11732,16689,14680,16688.5248478312,14679.7812023852
18380,16454,10191,16684,14631,16684.452140533,14631.3001482297
18400,6788,-20581,16687,14579,16687.0863330999,14578.6460986632
18420,-22753,7920,16688,14523,16688.1937010981,14522.8412564454
18440,14436,13497,16684,14472,16684.2284541525,14472.4746048486
18460,9243,-19679,16687,14416,16687.459697729,14415.8878958913
18480,-23040,3850,16688,14359,16687.8149448788,14359.2617734246
18500,12246,16149,16684,14306,16684.2018145014,14306.3403562261
18520,11600,-17973,16688,14247,16688.0002256121,14246.6767370002
18540,-23091,-267,16687,14189,16687.4068249681,14188.8385186491
18560,9931,18059,16684,14133,16684.2006906033,14133.2346797086
18580,13848,-15554,16688,14070,16688.3349132268,14070.4614225184
18600,-22887,-4294,16687,14012,16686.8853676384,14011.9576355089
18620,7524,19178,16684,13953,16684.3872231193,13952.7799199787
18640,15916,-12547,16689,13888,16688.5221250567,13887.9796417984
18660,-22432,-8030,16687,13828,16686.6445206239,13828.1306393968
18680,5013,19456,16685,13765,16684.6410339315,13765.3219831504
18700,17804,-9078,16689,13699,16688.8689019234,13698.8686791242
18720,-21728,-11311,16686,13638,16686.1347131102,13637.5967000216
18740,2492,18903,16685,13571,16684.9537357557,13571.2577784076
18760,19490,-5342,16689,13504,16688.8119866904,13503.5477663854
18780,-20786,-14049,16686,13440,16685.7504330174,13439.9892983621
18800,-60,17584,16685,13371,16685.3360276828,13370.5922628807
18820,20931,-1486,16689,13302,16689.0409295573,13301.8348641338
18840,-19600,-16107,16685,13236,16685.1322237633,13235.7875392966
18860,-2598,15556,16686,13163,16685.761689863,13163.3102548237
18880,22119,2330,16689,13094,16688.7167125931,13093.9027698893
18900,-18205,-17420,16685,13025,16685.0033675015,13024.836064771
18920,-5075,12943,16686,12950,16686.2454556881,12950.2197523735
18940,23037,5910,16689,12880,16688.6237518543,12879.8236859877
18960,-16591,-17966,16685,12808,16684.8087508954,12807.701704327
18980,-7486,9880,16687,12731,16686.8504870818,12731.2016749743
19000,23676,9129,16688,12660,16688.2610093989,12659.6342190467
19020,-14783,-17741,16685,12584,16684.5185134494,12584.2265538255
19040,-9789,6499,16687,12507,16687.1587260281,12506.6486402608
19060,24017,11847,16688,12433,16687.8868581972,12433.4600713243
19080,-12805,-16773,16685,12355,16684.5744438117,12355.1400110985
19100,-11987,2959,16688,12277,16687.6509754845,12276.6206161421
19120,24074,13973,16687,12201,16687.4830610869,12201.346306771
19140,-10655,-15132,16684,12120,16684.4622456279,12120.4820859909
19160,-14021,-556,16688,12041,16687.9495517191,12041.3791248965
19180,23809,15425,16687,11964,16686.9343552527,11963.8436730163
19200,-8378,-12928,16685,11880,16684.6392476499,11880.4619973204
19220,-15888,-3937,16688,11801,16688.3572819355,11800.9428111148
19240,23271,16180,16686,11721,16686.4230799072,11720.7214351423
19260,-5987,-10269,16685,11636,16684.8398652886,11636.2063492634
19280,-17568,-6993,16688,11556,16688.411962499,11555.6957680653
19300,22432,16227,16686,11473,16685.9324207257,11472.9255763842
19320,-3512,-7277,16685,11387,16685.20062538,11387.3131283227
19340,-19054,-9637,16689,11306,16688.5778564297,11305.7231883468
19360,21320,15577,16685,11220,16685.4438082969,11220.4262011302
19380,-974,-4107,16686,11134,16685.5303895067,11134.0292695258
19400,-20322,-11751,16689,11051,16688.5320414275,11051.229001876
19420,19963,14304,16685,10964,16685.0717921362,10963.7599215521
19440,1580,-912,16686,10877,16686.0066217315,10877.0722671132
19460,-21365,-13286,16688,10793,16688.3270971513,10792.819071121
19480,18365,12495,16685,10703,16684.7334701435,10703.2807942585
19500,4149,2181,16687,10617,16686.5416649711,10616.5576992541
19520,-22164,-14182,16688,10530,16688.3742712153,10530.4843019582
19540,16546,10231,16684,10440,16684.3995287078,10439.8923909221
19560,6674,5013,16687,10353,16686.8322663837,10352.8266696708
19580,-22720,-14445,16688,10265,16688.0637147223,10264.6164887745
19600,14528,7655,16684,10174,16684.2667219252,10173.5409065452
19620,9128,7512,16687,10086,16687.3218050089,10085.9711617612
19640,-23030,-14069,16688,9996,16687.6787737381,9995.81508434602
19660,12357,4885,16684,9904,16684.2016562231,9904.40867132723
19680,11503,9546,16688,9817,16687.7450688495,9816.5399344757
19700,-23087,-13116,16687,9725,16687.4099294444,9724.80610775845
19720,10043,2067,16684,9633,16684.2128115873,9633.48095421203
19740,13741,11078,16688,9545,16688.0742615888,9544.63007437123
19760,-22897,-11676,16687,9452,16686.9393480622,9451.79456462863
19780,7642,-702,16684,9361,16684.4347507973,9360.73512469544
19800,15826,12061,16688,9271,16688.4011761877,9270.90594692127
19820,-22455,-9824,16686,9177,16686.4390918835,9177.20229520092
19840,5145,-3277,16685,9086,16684.5780127817,9086.34402564868
19860,17722,12460,16689,8996,16688.6805200338,8995.52807654873
19880,-21763,-7653,16686,8902,16686.0432781055,8901.53573090915
19900,2608,-5550,16685,8811,16684.9244969961,8811.06435096386
19920,19411,12334,16689,8719,16688.7033815504,8719.22562998974
