frequency_hz,direct_i_int16,direct_q_int16,filtered_i_int16,filtered_q_int16,direct_iq_magnitude,filtered_iq_magnitude
17220,4269,-10994,-9442,6804,11793.743977211,11638.1175453765
17240,4266,-11000,-9205,7100,11798.2522434469,11625.0602148978
17260,4272,-10999,-8969,7389,11799.4908788473,11620.6833706112
17280,4268,-10994,-8718,7660,11793.3820424847,11605.1335192664
17300,4267,-11000,-8455,7933,11798.6138592633,11593.9429876121
17320,4273,-10998,-8194,8194,11798.9208404837,11588.0659300851
17340,4268,-10994,-7915,8439,11793.3820424847,11569.9587726145
17360,4267,-11001,-7629,8686,11799.5461777138,11560.6330709006
17380,4273,-10998,-7344,8916,11798.9208404837,11551.1640971809
17400,4267,-10995,-7041,9133,11793.9524333448,11532.0150017245
17420,4268,-11001,-6735,9350,11799.9078386231,11523.1386783289
17440,4272,-10997,-6429,9547,11797.6265833429,11509.8761939475
17460,4266,-10995,-6106,9734,11793.5906745995,11490.6045097723
17480,4269,-11001,-5783,9919,11800.269573192,11481.7093675114
17500,4272,-10996,-5458,10082,11796.6944522608,11464.5753519265
17520,4266,-10996,-5119,10238,11794.5229661907,11446.4319768214
17540,4269,-11001,-4783,10388,11800.269573192,11436.2420838316
17560,4272,-10996,-4443,10517,11796.6944522608,11416.9846281757
17580,4266,-10997,-4090,10640,11795.4552688737,11399.0218878639
17600,4270,-11001,-3745,10754,11800.6313814135,11387.4290777155
17620,4271,-10995,-3393,10846,11795.4002051647,11364.337420193
17640,4266,-10997,-3032,10935,11795.4552688737,11347.565774209
17660,4271,-11001,-2679,11012,11800.9932632809,11333.1895334014
17680,4271,-10995,-2319,11068,11795.4002051647,11308.3325472857
17700,4266,-10998,-1955,11122,11796.3875826458,11292.5156187627
17720,4271,-11000,-1599,11160,11800.0610591641,11273.970063824
17740,4270,-10994,-1234,11181,11794.1059856184,11248.8895896439
17760,4266,-10999,-870,11199,11797.3199075044,11232.7423632878
17780,4272,-11000,-513,11200,11800.4230432642,11211.7424604742
17800,4269,-10994,-149,11185,11793.743977211,11185.9924012132
17820,4266,-10999,212,11167,11797.3199075044,11169.0121765535
17840,4272,-10999,565,11130,11799.4908788473,11144.3315187588
17860,4269,-10995,926,11080,11794.6761719006,11118.6274332761
17880,4267,-11000,1278,11027,11798.6138592633,11100.8113667425
17900,4272,-10998,1625,10952,11798.5587255393,11071.8981660779
17920,4268,-10995,1977,10869,11794.3142657808,11047.3385935256
17940,4267,-11000,2319,10780,11798.6138592633,11026.6114922038
17960,4272,-10998,2655,10671,11798.5587255393,10996.3296603912
17980,4267,-10995,2996,10555,11793.9524333448,10971.9661410342
18000,4268,-11001,3322,10432,11799.9078386231,10948.164595036
18020,4272,-10997,3646,10289,11797.6265833429,10915.898359732
18040,4267,-10995,3970,10143,11793.9524333448,10892.2609682288
18060,4269,-11001,4279,9987,11800.269573192,10865.0821441902
18080,4272,-10996,4587,9813,11796.6944522608,10832.1529715934
18100,4266,-10996,4891,9638,11794.5229661907,10808.0028219833
18120,4269,-11001,5179,9451,11800.269573192,10776.9866845979
18140,4271,-10996,5467,9249,11796.3323537445,10743.9327064162
18160,4266,-10997,5748,9047,11795.4552688737,10718.5686077946
18180,4270,-11001,6014,8830,11800.6313814135,10683.4964314123
18200,4271,-10995,6280,8603,11795.4002051647,10651.2914240481
18220,4266,-10997,6535,8376,11795.4552688737,10623.7282062372
18240,4270,-11000,6775,8134,11799.6991487071,10585.9615056923
18260,4270,-10995,7016,7885,11795.0381516975,10554.5005092614
18280,4266,-10998,7242,7635,11796.3875826458,10523.2974394911
18300,4271,-11000,7456,7371,11800.0610591641,10484.4445251048
18320,4270,-10994,7669,7102,11794.1059856184,10452.3664784584
18340,4266,-10999,7864,6833,11797.3199075044,10417.8877417642
18360,4272,-11000,8050,6550,11800.4230432642,10378.1019459244
18380,4269,-10994,8232,6266,11793.743977211,10345.4618069954
18400,4266,-10999,8396,5980,11797.3199075044,10307.9200617777
18420,4272,-10999,8552,5681,11799.4908788473,10266.9598713543
18440,4268,-10994,8703,5385,11793.3820424847,10234.2774048782
18460,4266,-11000,8834,5085,11798.2522434469,10192.9770430429
18480,4272,-10998,8959,4775,11798.5587255393,10152.059199985
18500,4268,-10995,9076,4470,11794.3142657808,10117.0487791648
18520,4267,-11000,9173,4160,11798.6138592633,10072.2156946722
18540,4272,-10998,9267,3843,11798.5587255393,10032.2449132784
18560,4267,-10995,9350,3533,11793.9524333448,9995.22831154947
18580,4268,-11001,9414,3216,11799.9078386231,9948.16827360696
18600,4272,-10997,9475,2895,11797.6265833429,9907.40379716099
18620,4266,-10995,9523,2583,11793.5906745995,9867.08761489428
18640,4268,-11001,9555,2263,11799.9078386231,9819.32757371909
18660,4272,-10996,9583,1944,11796.6944522608,9778.19129491748
18680,4266,-10996,9597,1632,11794.5229661907,9734.77441957439
18700,4269,-11001,9596,1313,11800.269573192,9685.4109360419
18720,4272,-10996,9593,998,11796.6944522608,9644.77335140645
18740,4266,-10996,9572,690,11794.5229661907,9596.83718732375
18760,4269,-11001,9540,376,11800.269573192,9547.40676833244
18780,4271,-10995,9505,69,11795.4002051647,9505.25044383366
18800,4266,-10997,9452,-232,11795.4552688737,9454.84679939342
18820,4270,-11001,9390,-538,11800.6313814135,9405.39972568949
18840,4271,-10995,9324,-833,11795.4002051647,9361.13588193228
18860,4266,-10998,9240,-1124,11796.3875826458,9308.11345010362
18880,4271,-11000,9150,-1418,11800.0610591641,9259.22372556145
18900,4270,-10995,9054,-1699,11795.0381516975,9212.03110068567
18920,4266,-10998,8941,-1977,11796.3875826458,9156.96510859357
18940,4271,-11000,8825,-2255,11800.0610591641,9108.54818288842
18960,4269,-10995,8701,-2520,11794.6761719006,9058.57610223594
18980,4266,-10999,8561,-2782,11797.3199075044,9001.6801209552
19000,4272,-10999,8421,-3042,11799.4908788473,8953.60290609317
19020,4268,-10995,8271,-3287,11794.3142657808,8900.21404236999
19040,4267,-10999,8108,-3532,11797.6815518982,8843.90682899814
19060,4272,-10998,7945,-3769,11798.5587255393,8793.65600873721
19080,4268,-10995,7771,-3994,11794.3142657808,8737.30376031416
19100,4267,-11000,7588,-4218,11798.6138592633,8681.54755789542
19120,4272,-10998,7405,-4432,11798.5587255393,8629.98545769342
19140,4267,-10995,7210,-4634,11793.9524333448,8570.76752689046
19160,4268,-11000,7009,-4835,11798.97554875,8514.88731575468
19180,4272,-10997,6809,-5024,11797.6265833429,8461.85895651777
19200,4267,-10995,6597,-5202,11793.9524333448,8401.26258368348
19220,4268,-11001,6381,-5379,11799.9078386231,8345.70560228433
19240,4272,-10996,6166,-5541,11796.6944522608,8289.88763494416
19260,4266,-10996,5939,-5694,11794.5229661907,8227.59727988676
19280,4269,-11001,5713,-5844,11800.269573192,8172.55804506765
19300,4271,-10996,5485,-5979,11796.3323537445,8113.79479651784
19320,4266,-10996,5248,-6107,11794.5229661907,8052.13965353309
19340,4269,-11000,5013,-6229,11799.3373119002,7995.661948832
19360,4271,-10995,4776,-6336,11795.4002051647,7934.42323045601
19380,4266,-10997,4532,-6438,11795.4552688737,7873.17394701781
19400,4270,-11000,4291,-6532,11799.6991487071,7815.35059994112
19420,4270,-10995,4048,-6612,11795.0381516975,7752.73164761944
19440,4266,-10998,3800,-6687,11796.3875826458,7691.29176406668
19460,4271,-11000,3558,-6753,11800.0610591641,7632.97930037806
19480,4270,-10995,3311,-6805,11795.0381516975,7567.74378530352
19500,4266,-10999,3063,-6854,11797.3199075044,7507.28213137085
19520,4271,-10999,2821,-6892,11799.1288661494,7446.99301731914
19540,4269,-10994,2575,-6918,11793.743977211,7381.69011812336
19560,4266,-10999,2329,-6941,11797.3199075044,7321.31968978271
19580,4272,-10999,2090,-6952,11799.4908788473,7259.36663903952
19600,4268,-10994,1847,-6952,11793.3820424847,7193.17127559187
19620,4266,-11000,1607,-6949,11798.2522434469,7132.39440861202
19640,4272,-10998,1374,-6934,11798.5587255393,7068.82111812146
19660,4268,-10995,1137,-6910,11794.3142657808,7002.91860583857
19680,4267,-11000,906,-6883,11798.6138592633,6942.37171289466
19700,4272,-10998,680,-6842,11798.5587255393,6875.70825442732
19720,4267,-10995,452,-6796,11793.9524333448,6811.01460870552
19740,4267,-11000,232,-6746,11798.6138592633,6749.98814813774
19760,4272,-10997,17,-6683,11797.6265833429,6683.02162199106
19780,4267,-10995,-199,-6615,11793.9524333448,6617.9925959463
19800,4268,-11001,-406,-6543,11799.9078386231,6555.58426076578
19820,4272,-10996,-610,-6459,11796.6944522608,6487.74082404653
19840,4266,-10996,-812,-6373,11794.5229661907,6424.5212272978
19860,4269,-11001,-1004,-6281,11800.269573192,6360.73714281607
19880,4271,-10996,-1193,-6179,11796.3323537445,6293.11449125153
19900,4266,-10996,-1379,-6075,11794.5229661907,6229.54781665572
19920,4269,-11001,-1555,-5966,11800.269573192,6165.32083512286
19940,4271,-10996,-1728,-5848,11796.3323537445,6097.95769089947
19960,4266,-10997,-1897,-5729,11795.4552688737,6034.90265041616
19980,4270,-11000,-2055,-5604,11799.6991487071,5968.90618120272
20000,4270,-10995,-2211,-5472,11795.0381516975,5901.80523229969
20020,4266,-10998,-2361,-5341,11796.3875826458,5839.57207336291
20040,4270,-11000,-2501,-5203,11799.6991487071,5772.88576017229
20060,4270,-10995,-2639,-5060,11795.0381516975,5706.83108213306
20080,4266,-10998,-2768,-4919,11796.3875826458,5644.32325438577
20100,4271,-11000,-2889,-4770,11800.0610591641,5576.6675532974
20120,4269,-10995,-3008,-4619,11794.6761719006,5512.09805790862
20140,4266,-10999,-3117,-4469,11797.3199075044,5448.63744435249
20160,4271,-10999,-3219,-4312,11799.1288661494,5381.01338039593
20180,4268,-10995,-3318,-4156,11794.3142657808,5318.03159072979
20200,4266,-10999,-3407,-4000,11797.3199075044,5254.29814532826
20220,4271,-10999,-3490,-3838,11799.1288661494,5187.51809635398
20240,4268,-10995,-3569,-3678,11794.3142657808,5124.9824389943
20260,4267,-11000,-3637,-3518,11798.6138592633,5060.04871518052
20280,4272,-10998,-3701,-3354,11798.5587255393,4994.66885789238
20300,4267,-10995,-3760,-3193,11793.9524333448,4932.83376975142
20320,4267,-11000,-3809,-3031,11798.6138592633,4867.79642138001
20340,4271,-10997,-3854,-2867,11797.264513437,4803.43679046576
20360,4267,-10995,-3893,-2707,11793.9524333448,4741.65561803048
20380,4268,-11000,-3923,-2545,11798.97554875,4676.2115007771
20400,4271,-10997,-3950,-2384,11797.264513437,4613.67055607572
20420,4266,-10996,-3970,-2226,11794.5229661907,4551.48063820994
20440,4269,-11000,-3982,-2068,11799.3373119002,4486.97537323306
20460,4271,-10996,-3992,-1911,11796.3323537445,4425.83156028333
20480,4266,-10996,-3994,-1758,11794.5229661907,4363.78276269569
20500,4269,-11000,-3990,-1605,11799.3373119002,4300.71215033045
20520,4271,-10995,-3983,-1454,11795.4002051647,4240.09492818262
20540,4266,-10997,-3969,-1307,11795.4552688737,4178.66126887548
20560,4270,-11000,-3949,-1160,11799.6991487071,4115.84754333782
20580,4270,-10995,-3927,-1017,11795.0381516975,4056.5524771658
20600,4266,-10998,-3897,-879,11796.3875826458,3994.90300257716
20620,4270,-11000,-3864,-740,11799.6991487071,3934.22114274223
20640,4269,-10995,-3828,-606,11794.6761719006,3875.6702646123
20660,4266,-10998,-3785,-476,11796.3875826458,3814.81336371781
20680,4271,-10999,-3739,-347,11799.1288661494,3755.06724307302
20700,4269,-10994,-3691,-224,11793.743977211,3697.79082696683
20720,4266,-10999,-3636,-104,11797.3199075044,3637.48704465047
20740,4271,-10999,-3579,14,11799.1288661494,3579.02738184552
20760,4268,-10994,-3520,126,11793.3820424847,3522.2543917213
20780,4266,-10999,-3455,235,11797.3199075044,3462.98281832296
20800,4271,-10998,-3390,341,11798.1966842395,3407.10742419431
20820,4268,-10995,-3321,441,11794.3142657808,3350.15253384081
20840,4267,-11000,-3248,539,11798.6138592633,3292.4193232333
20860,4271,-10998,-3175,633,11798.1966842395,3237.4857528644
20880,4267,-10995,-3099,721,11793.9524333448,3181.76711907078
20900,4267,-11000,-3020,807,11798.6138592633,3125.96369140782
20920,4271,-10997,-2941,888,11797.264513437,3072.13687846098
20940,4267,-10995,-2859,963,11793.9524333448,3016.82780416781
20960,4268,-11000,-2775,1037,11798.97554875,2962.43042112384
20980,4271,-10997,-2692,1105,11797.264513437,2909.96374547863
21000,4266,-10996,-2606,1169,11794.5229661907,2856.18574325971
21020,4268,-11001,-2519,1230,11799.9078386231,2803.25899623991
21040,4271,-10996,-2433,1285,11796.3323537445,2751.49304923709
21060,4266,-10996,-2345,1337,11794.5229661907,2699.3691855691
21080,4269,-11000,-2257,1386,11799.3373119002,2648.5930227198
21100,4271,-10996,-2170,1429,11796.3323537445,2598.25730057668
21120,4266,-10997,-2080,1468,11795.4552688737,2545.86409692269
21140,4270,-11000,-1993,1505,11799.6991487071,2497.4134619642
21160,4270,-10995,-1906,1537,11795.0381516975,2448.51077187747
21180,4266,-10997,-1817,1566,11795.4552688737,2398.71736559354
21200,4270,-11000,-1731,1591,11799.6991487071,2351.09378800591
21220,4270,-10995,-1645,1612,11795.0381516975,2303.16499626058
21240,4266,-10998,-1558,1630,11796.3875826458,2254.83125754456
21260,4270,-11000,-1475,1645,11799.6991487071,2209.44563182713
21280,4269,-10995,-1391,1655,11794.6761719006,2161.92183022421
21300,4266,-10998,-1308,1663,11796.3875826458,2115.75825651231
21320,4271,-10999,-1228,1668,11799.1288661494,2071.28172878534
21340,4269,-10995,-1148,1669,11794.6761719006,2025.70111319513
21360,4266,-10999,-1070,1669,11797.3199075044,1982.53902861961
21380,4271,-10998,-994,1664,11798.1966842395,1938.28068142878
21400,4268,-10995,-918,1657,11794.3142657808,1894.30013461436
21420,4267,-10999,-845,1649,11797.6815518982,1852.8966511924
21440,4271,-10998,-774,1637,11798.1966842395,1810.75812851965
21460,4267,-10995,-704,1622,11793.9524333448,1768.19116613561
21480,4267,-11000,-636,1607,11798.6138592633,1728.27804476016
21500,4271,-10997,-571,1588,11797.264513437,1687.53814771696
21520,4267,-10995,-507,1567,11793.9524333448,1646.97844551773
21540,4268,-11000,-446,1545,11798.97554875,1608.08612953411
21560,4271,-10997,-386,1521,11797.264513437,1569.21540905001
21580,4266,-10996,-328,1495,11794.5229661907,1530.55839483504
21600,4268,-11000,-273,1468,11798.97554875,1493.16877813595
21620,4271,-10996,-221,1439,11796.3323537445,1455.87156026897
21640,4266,-10996,-169,1409,11794.5229661907,1419.09900993553
21660,4269,-11000,-121,1378,11799.3373119002,1383.30220848519
21680,4270,-10996,-75,1345,11795.9703288877,1347.08945508455
21700,4266,-10997,-30,1312,11795.4552688737,1312.34294298404
21720,4270,-11000,11,1278,11799.6991487071,1278.04733871637
21740,4270,-10995,51,1243,11795.0381516975,1244.04581909189
21760,4266,-10997,89,1208,11795.4552688737,1211.27412256681
21780,4270,-11000,124,1172,11799.6991487071,1178.54147148075
21800,4269,-10995,157,1135,11794.6761719006,1145.80713909453
21820,4266,-10998,188,1098,11796.3875826458,1113.97845580604
21840,4270,-10999,217,1061,11798.7669270988,1082.96352662497
21860,4269,-10995,244,1023,11794.6761719006,1051.69624892361
21880,4266,-10999,269,987,11797.3199075044,1023.00048875844
21900,4271,-10999,292,949,11799.1288661494,992.907347137687
21920,4268,-10995,313,911,11794.3142657808,963.270470843989
21940,4266,-10999,332,875,11797.3199075044,935.868046254385
21960,4271,-10998,349,837,11798.1966842395,906.846183208597
21980,4268,-10995,365,801,11794.3142657808,880.242012176197
22000,4267,-10999,378,765,11797.6815518982,853.293032902531
22020,4271,-10998,390,729,11798.1966842395,826.765383890738
22040,4267,-10995,401,693,11793.9524333448,800.655981055534
22060,4267,-11000,409,659,11798.6138592633,775.604280545176
22080,4271,-10997,416,624,11797.264513437,749.95466529651
22100,4267,-10995,422,591,11793.9524333448,726.199008536916
22120,4268,-11000,426,558,11798.97554875,702.02564055738
22140,4271,-10997,429,526,11797.264513437,678.761371912103
22160,4266,-10996,431,495,11794.5229661907,656.342898186611
22180,4268,-11000,432,465,11798.97554875,634.703867957333
22200,4271,-10996,431,435,11796.3323537445,612.361004636971
22220,4266,-10996,430,406,11794.5229661907,591.384815496644
22240,4269,-11000,427,378,11799.3373119002,570.274495309057
22260,4270,-10996,423,351,11795.9703288877,549.663533445689
22280,4266,-10997,418,325,11795.4552688737,529.479933519675
22300,4269,-11000,413,300,11799.3373119002,510.459596834069
22320,4270,-10995,407,276,11795.0381516975,491.75705383858
22340,4266,-10997,400,253,11795.4552688737,473.295890537833
22360,4270,-11000,392,231,11799.6991487071,455
22380,4270,-10995,384,210,11795.0381516975,437.671109396085
22400,4266,-10998,375,190,11796.3875826458,420.386726717198
22420,4270,-10999,366,170,11798.7669270988,403.554209493595
22440,4269,-10995,356,152,11794.6761719006,387.091720397117
22460,4266,-10998,346,135,11796.3875826458,371.40409259996
22480,4271,-10999,336,118,11799.1288661494,356.117957985834
22500,4269,-10995,325,103,11794.6761719006,340.93107807884
22520,4266,-10999,314,89,11797.3199075044,326.36942258735
22540,4271,-10998,303,75,11798.1966842395,312.14419744727
22560,4268,-10995,292,62,11794.3142657808,298.509631335406
22580,4266,-10999,280,51,11797.3199075044,284.606746230654
22600,4271,-10998,269,39,11798.1966842395,271.812435329953
22620,4267,-10995,258,29,11793.9524333448,259.624729176556
22640,4267,-11000,246,20,11798.6138592633,246.811669092043
22660,4271,-10997,235,12,11797.264513437,235.306183514161
22680,4267,-10995,223,4,11793.9524333448,223.035871554331
22700,4268,-11000,212,-3,11798.97554875,212.021225352558
22720,4271,-10997,201,-10,11797.264513437,201.24860247962
22740,4266,-10996,190,-15,11794.5229661907,190.591185525459
22760,4268,-11000,180,-20,11798.97554875,181.107702762748
22780,4271,-10996,169,-24,11796.3323537445,170.695635562249
22800,4266,-10996,159,-28,11794.5229661907,161.446585594122
22820,4269,-11000,149,-32,11799.3373119002,152.397506541282
22840,4270,-10996,140,-34,11795.9703288877,144.069427707616
22860,4266,-10997,130,-36,11795.4552688737,134.892549831338
22880,4269,-11000,121,-38,11799.3373119002,126.826653350153
22900,4270,-10995,112,-39,11795.0381516975,118.595952713404
22920,4266,-10997,104,-40,11795.4552688737,111.427106217473
22940,4270,-10999,96,-41,11798.7669270988,104.388696706109
22960,4269,-10995,88,-41,11794.6761719006,97.082439194738
22980,4266,-10998,81,-40,11796.3875826458,90.3382532485547
23000,4270,-10999,74,-40,11798.7669270988,84.1189633792524
23020,4269,-10995,67,-39,11794.6761719006,77.5241897732572
23040,4266,-10998,61,-38,11796.3875826458,71.8679344353238
23060,4270,-10999,55,-37,11798.7669270988,66.2872536767062
23080,4268,-10995,49,-35,11794.3142657808,60.2162768692984
23100,4266,-10999,44,-34,11797.3199075044,55.6057550978314
23120,4271,-10998,39,-32,11798.1966842395,50.4479930225178
23140,4268,-10995,34,-30,11794.3142657808,45.3431361950185
23160,4266,-10999,30,-28,11797.3199075044,41.0365690573664
23180,4271,-10998,26,-26,11798.1966842395,36.7695526217005
23200,4267,-10995,22,-24,11793.9524333448,32.5576411921994
23220,4267,-11000,19,-21,11798.6138592633,28.3196045170126
23240,4271,-10997,16,-19,11797.264513437,24.8394846967484
23260,4267,-10995,13,-17,11793.9524333448,21.4009345590327
23280,4267,-11000,10,-15,11798.6138592633,18.0277563773199
23300,4271,-10997,8,-12,11797.264513437,14.422205101856
23320,4266,-10996,6,-10,11794.5229661907,11.6619037896906
23340,4268,-11000,4,-8,11798.97554875,8.94427190999916
23360,4271,-10996,3,-5,11796.3323537445,5.8309518948453
23380,4266,-10996,2,-3,11794.5229661907,3.60555127546399
23400,4268,-11000,1,-1,11798.97554875,1.4142135623731
23420,4270,-10996,0,1,11795.9703288877,1
23440,4266,-10997,-1,3,11795.4552688737,3.16227766016838
23460,4269,-11000,-2,5,11799.3373119002,5.3851648071345
23480,4270,-10995,-2,6,11795.0381516975,6.32455532033676
23500,4266,-10997,-2,8,11795.4552688737,8.24621125123532
23520,4269,-11000,-2,9,11799.3373119002,9.21954445729289
23540,4269,-10995,-2,11,11794.6761719006,11.1803398874989
23560,4266,-10998,-2,12,11796.3875826458,12.1655250605964
23580,4270,-10999,-2,13,11798.7669270988,13.1529464379659
23600,4269,-10995,-2,15,11794.6761719006,15.1327459504216
23620,4266,-10998,-1,16,11796.3875826458,16.0312195418814
23640,4270,-10999,-1,17,11798.7669270988,17.0293863659264
23660,4268,-10995,0,17,11794.3142657808,17
23680,4266,-10999,0,18,11797.3199075044,18
23700,4270,-10998,1,19,11797.834716591,19.0262975904404
23720,4268,-10995,2,19,11794.3142657808,19.1049731745428
23740,4266,-10999,2,19,11797.3199075044,19.1049731745428
23760,4270,-10998,3,20,11797.834716591,20.2237484161567
23780,4267,-10995,4,20,11793.9524333448,20.3960780543711
23800,4267,-10999,4,20,11797.6815518982,20.3960780543711
23820,4271,-10997,5,20,11797.264513437,20.6155281280883
23840,4267,-10995,6,20,11793.9524333448,20.8806130178211
23860,4267,-11000,6,20,11798.6138592633,20.8806130178211
23880,4271,-10997,7,20,11797.264513437,21.1896201004171
23900,4266,-10996,8,20,11794.5229661907,21.540659228538
23920,4268,-11000,8,19,11798.97554875,20.6155281280883
23940,4270,-10996,9,19,11795.9703288877,21.0237960416286
23960,4266,-10996,9,19,11794.5229661907,21.0237960416286
23980,4268,-11000,10,18,11798.97554875,20.591260281974
24000,4270,-10996,10,18,11795.9703288877,20.591260281974
24020,4266,-10997,11,17,11795.4552688737,20.2484567313166
24040,4269,-11000,11,16,11799.3373119002,19.4164878389476
24060,4270,-10995,12,16,11795.0381516975,20
24080,4266,-10997,12,15,11795.4552688737,19.2093727122985
24100,4269,-10999,12,15,11798.4050617022,19.2093727122985
24120,4269,-10995,12,14,11794.6761719006,18.4390889145858
24140,4266,-10998,13,13,11796.3875826458,18.3847763108502
24160,4270,-10999,13,13,11798.7669270988,18.3847763108502
24180,4269,-10995,13,12,11794.6761719006,17.6918060129541
24200,4266,-10998,13,11,11796.3875826458,17.0293863659264
24220,4270,-10999,13,11,11798.7669270988,17.0293863659264
24240,4268,-10995,13,10,11794.3142657808,16.4012194668567
24260,4266,-10999,13,9,11797.3199075044,15.8113883008419
24280,4270,-10998,13,9,11797.834716591,15.8113883008419
24300,4268,-10995,13,8,11794.3142657808,15.2643375224737
24320,4266,-10999,13,7,11797.3199075044,14.7648230602334
24340,4271,-10998,13,7,11798.1966842395,14.7648230602334
24360,4267,-10995,12,6,11793.9524333448,13.4164078649987
24380,4267,-11000,12,5,11798.6138592633,13
24400,4271,-10997,12,5,11797.264513437,13
24420,4267,-10995,12,4,11793.9524333448,12.6491106406735
24440,4267,-11000,12,4,11798.6138592633,12.6491106406735
24460,4271,-10997,11,4,11797.264513437,11.7046999107196
24480,4266,-10996,11,3,11794.5229661907,11.4017542509914
24500,4268,-11000,11,3,11798.97554875,11.4017542509914
24520,4270,-10996,11,2,11795.9703288877,11.1803398874989
24540,4266,-10996,10,2,11794.5229661907,10.1980390271856
24560,4268,-11000,10,1,11798.97554875,10.0498756211209
24580,4270,-10996,10,1,11795.9703288877,10.0498756211209
24600,4266,-10996,10,1,11794.5229661907,10.0498756211209
24620,4269,-11000,9,0,11799.3373119002,9
24640,4270,-10995,9,0,11795.0381516975,9
24660,4266,-10997,9,0,11795.4552688737,9
24680,4269,-11000,9,0,11799.3373119002,9
24700,4269,-10995,9,-1,11794.6761719006,9.05538513813742
24720,4266,-10998,8,-1,11796.3875826458,8.06225774829855
24740,4270,-10999,8,-1,11798.7669270988,8.06225774829855
24760,4269,-10995,8,-2,11794.6761719006,8.24621125123532
24780,4266,-10998,8,-2,11796.3875826458,8.24621125123532
24800,4270,-10999,8,-2,11798.7669270988,8.24621125123532
24820,4268,-10995,7,-2,11794.3142657808,7.28010988928052
24840,4266,-10998,7,-2,11796.3875826458,7.28010988928052
24860,4270,-10998,7,-3,11797.834716591,7.61577310586391
24880,4268,-10995,7,-3,11794.3142657808,7.61577310586391
24900,4266,-10999,7,-3,11797.3199075044,7.61577310586391
24920,4270,-10998,7,-3,11797.834716591,7.61577310586391
24940,4267,-10995,7,-3,11793.9524333448,7.61577310586391
24960,4267,-10999,6,-4,11797.6815518982,7.21110255092798
24980,4271,-10997,6,-4,11797.264513437,7.21110255092798
25000,4267,-10995,6,-4,11793.9524333448,7.21110255092798
25020,4267,-10999,6,-4,11797.6815518982,7.21110255092798
25040,4270,-10997,6,-4,11796.9025171865,7.21110255092798
25060,4266,-10996,6,-5,11794.5229661907,7.81024967590665
25080,4268,-10999,6,-5,11798.0432699664,7.81024967590665
25100,4270,-10996,6,-5,11795.9703288877,7.81024967590665
25120,4266,-10996,6,-5,11794.5229661907,7.81024967590665
25140,4268,-11000,5,-6,11798.97554875,7.81024967590665
25160,4270,-10996,6,-6,11795.9703288877,8.48528137423857
25180,4266,-10996,5,-6,11794.5229661907,7.81024967590665
25200,4269,-10999,5,-7,11798.4050617022,8.60232526704263
25220,4270,-10995,5,-7,11795.0381516975,8.60232526704263
25240,4266,-10997,5,-7,11795.4552688737,8.60232526704263
25260,4269,-10999,5,-7,11798.4050617022,8.60232526704263
25280,4269,-10995,5,-8,11794.6761719006,9.4339811320566
25300,4266,-10997,4,-8,11795.4552688737,8.94427190999916
25320,4270,-10999,4,-8,11798.7669270988,8.94427190999916
25340,4269,-10995,4,-9,11794.6761719006,9.8488578017961
25360,4266,-10998,4,-9,11796.3875826458,9.8488578017961
25380,4270,-10999,4,-9,11798.7669270988,9.8488578017961
25400,4268,-10995,4,-9,11794.3142657808,9.8488578017961
25420,4266,-10999,3,-10,11797.3199075044,10.4403065089106
25440,4270,-10998,3,-10,11797.834716591,10.4403065089106
25460,4268,-10995,3,-10,11794.3142657808,10.4403065089106
25480,4266,-10999,2,-10,11797.3199075044,10.1980390271856
25500,4270,-10998,2,-11,11797.834716591,11.1803398874989
25520,4267,-10995,2,-11,11793.9524333448,11.1803398874989
25540,4266,-10999,1,-11,11797.3199075044,11.0453610171873
25560,4270,-10997,1,-11,11796.9025171865,11.0453610171873
25580,4267,-10995,1,-11,11793.9524333448,11.0453610171873
25600,4267,-10999,0,-12,11797.6815518982,12
25620,4270,-10997,0,-12,11796.9025171865,12
25640,4266,-10995,0,-12,11793.5906745995,12
25660,4267,-11000,-1,-12,11798.6138592633,12.0415945787923
25680,4270,-10996,-1,-12,11795.9703288877,12.0415945787923
25700,4266,-10996,-2,-12,11794.5229661907,12.1655250605964
25720,4268,-11000,-2,-12,11798.97554875,12.1655250605964
25740,4270,-10996,-2,-12,11795.9703288877,12.1655250605964
25760,4266,-10996,-3,-12,11794.5229661907,12.369316876853
25780,4268,-11000,-3,-12,11798.97554875,12.369316876853
25800,4270,-10996,-4,-12,11795.9703288877,12.6491106406735
25820,4265,-10997,-4,-12,11795.0936410018,12.6491106406735
25840,4269,-11000,-4,-12,11799.3373119002,12.6491106406735
25860,4269,-10995,-5,-12,11794.6761719006,13
25880,4265,-10997,-5,-12,11795.0936410018,13
25900,4269,-10999,-6,-12,11798.4050617022,13.4164078649987
25920,4269,-10995,-6,-12,11794.6761719006,13.4164078649987
25940,4266,-10998,-6,-11,11796.3875826458,12.5299640861417
25960,4270,-10999,-7,-11,11798.7669270988,13.0384048104053
25980,4268,-10995,-7,-11,11794.3142657808,13.0384048104053
26000,4266,-10998,-8,-11,11796.3875826458,13.6014705087354
26020,4270,-10998,-8,-10,11797.834716591,12.8062484748657
26040,4268,-10995,-8,-10,11794.3142657808,12.8062484748657
26060,4266,-10999,-8,-10,11797.3199075044,12.8062484748657
26080,4270,-10998,-9,-9,11797.834716591,12.7279220613579
26100,4267,-10995,-9,-9,11793.9524333448,12.7279220613579
26120,4266,-10999,-9,-9,11797.3199075044,12.7279220613579
